Name;;RA;;;Dec;;K;V_H;sig;sour;type;d1;d2;;;
;hh;mm;ss.ss;ddd;mm;dd.d;mag;km/s;km/s;;;arcmin;;;;
111725.88+0332115;11;17;25.88;+03;32;11.5;12.38;14871;57;5918;;0.35;0.23;1.016;0.358;0.660  
111726.37+1851177;11;17;26.37;+18;51;17.7;12.76;0;0;0;;0.21;0.20;1.126;0.266;0.960  
111728.27+3237154;11;17;28.27;+32;37;15.4;12.54;0;0;0;;0.32;0.22;0.949;0.299;0.680  
111728.47-0531490;11;17;28.47;-05;31;49.0;12.59;18423;87;1777;;0.25;0.17;1.024;0.302;0.680  
111728.75-0549530;11;17;28.75;-05;49;53.0;13.16;25692;85;1781;;0.39;0.29;1.274;0.774;0.740  
111728.99+2846436;11;17;28.99;+28;46;43.6;12.26;13818;43;2760;;0.44;0.41;1.012;0.331;0.940  
111729.81+2545087;11;17;29.81;+25;45;8.7;11.55;7863;19;-160;;0.47;0.27;0.975;0.293;0.580  
111730.15+0433195;11;17;30.15;+04;33;19.5;9.58;1585;4;2212;1A_P;0.80;0.53;0.907;0.270;0.660  
111730.29+2638047;11;17;30.29;+26;38;4.7;13.07;0;0;0;;0.33;0.22;1.014;0.431;0.660  
111730.38+2813437;11;17;30.38;+28;13;43.7;13.05;0;0;0;;0.30;0.19;1.141;0.380;0.620  
111730.95+0427275;11;17;30.95;+04;27;27.5;13.39;0;0;0;;0.26;0.11;1.267;0.371;0.420  
111731.03+0301565;11;17;31.03;+03;01;56.5;11.41;13597;14;2700;1B;0.72;0.48;0.958;0.291;0.660  
111731.36+2038537;11;17;31.36;+20;38;53.7;13.26;39611;143;1153;;0.33;0.22;1.130;0.491;0.660  
111731.79-0431290;11;17;31.79;-04;31;29.0;13.18;15589;85;1781;;0.27;0.17;0.971;0.195;0.640  
111732.23+2628397;11;17;32.23;+26;28;39.7;13.30;0;0;0;;0.23;0.12;0.999;0.400;0.540  
111732.31-0407150;11;17;32.31;-04;07;15.0;12.87;24792;85;1781;;0.32;0.26;1.326;0.625;0.820  
111732.33+2532497;11;17;32.33;+25;32;49.7;13.30;0;0;0;;0.21;0.16;1.116;0.393;0.740  
111732.76-0533370;11;17;32.76;-05;33;37.0;12.74;19156;85;1781;;0.34;0.27;1.411;0.714;0.780  
111732.86-0011150;11;17;32.86;-00;11;15.0;11.19;12083;127;1773;1;0.48;0.21;1.274;0.461;0.440  
111733.09+2922007;11;17;33.09;+29;22;0.7;12.51;14062;59;2760;;0.26;0.23;1.051;0.342;0.880  
111733.24+1046050;11;17;33.24;+10;46;5.0;12.36;21395;55;5918;;0.37;0.29;1.046;0.286;0.780  
111736.32+0846480;11;17;36.32;+08;46;48.0;12.92;13542;24;5918;;0.21;0.16;1.059;0.353;0.760  
111736.67+2855317;11;17;36.67;+28;55;31.7;13.21;13938;27;-213;;0.34;0.32;0.852;0.235;0.960  
111736.86+2048436;11;17;36.86;+20;48;43.6;13.46;0;0;0;;0.33;0.15;1.435;0.566;0.440  
111736.88-0310150;11;17;36.88;-03;10;15.0;11.55;8811;34;3118;5;0.53;0.27;1.078;0.362;0.500  
111736.91+0233215;11;17;36.91;+02;33;21.5;13.33;22523;48;5918;;0.19;0.15;0.956;0.288;0.800  
111737.14+2929447;11;17;37.14;+29;29;44.7;12.41;13592;53;2760;;0.31;0.24;1.043;0.304;0.780  
111737.25+3144504;11;17;37.25;+31;44;50.4;12.86;17414;51;5920;;0.27;0.17;0.949;0.348;0.640  
111737.52-0228180;11;17;37.52;-02;28;18.0;13.26;31568;85;1781;;0.37;0.18;1.276;0.488;0.480  
111737.56+1601559;11;17;37.56;+16;01;55.9;12.28;0;0;0;;0.42;0.24;1.076;0.365;0.560  
111738.20+1749053;11;17;38.20;+17;49;5.3;13.33;0;0;0;;0.33;0.16;0.740;0.365;0.480  
111738.38+0503205;11;17;38.38;+05;03;20.5;12.24;14025;25;-160;;0.30;0.21;1.028;0.288;0.720  
111738.54+1322333;11;17;38.54;+13;22;33.3;12.16;14672;38;2700;-1;0.29;0.19;0.960;0.260;0.640  
111738.70+1400013;11;17;38.70;+14;00;1.3;13.08;0;0;0;;0.37;0.22;1.022;0.420;0.600  
111738.85+0218125;11;17;38.85;+02;18;12.5;13.34;45774;52;5918;;0.29;0.29;1.170;0.549;1.000  
111738.94+2635057;11;17;38.94;+26;35;5.7;13.14;0;0;0;;0.21;0.18;1.035;0.340;0.860  
111739.20+1524333;11;17;39.20;+15;24;33.3;12.67;19174;47;5920;;0.31;0.14;1.084;0.414;0.440  
111739.33+2705236;11;17;39.33;+27;05;23.6;12.39;0;0;0;;0.64;0.19;1.151;0.415;0.300  
111739.37+1818386;11;17;39.37;+18;18;38.6;12.64;0;0;0;;0.34;0.11;1.197;0.543;0.340  
111739.45-0118109;11;17;39.45;-01;18;10.9;11.86;0;0;0;;0.53;0.18;0.980;0.253;0.340  
111739.62+2648227;11;17;39.62;+26;48;22.7;13.33;0;0;0;;0.26;0.12;1.322;0.552;0.440  
111739.64+0318511;11;17;39.64;+03;18;51.1;11.94;18978;29;-160;;0.36;0.29;1.104;0.384;0.800  
111739.68+1039560;11;17;39.68;+10;39;56.0;12.63;20962;63;5918;;0.40;0.36;1.043;0.403;0.900  
111739.77+2651377;11;17;39.77;+26;51;37.7;12.85;0;0;0;;0.47;0.45;0.972;0.359;0.960  
111740.30+3255174;11;17;40.30;+32;55;17.4;11.56;7257;26;-160;;0.65;0.16;1.135;0.348;0.240  
111740.33+0711220;11;17;40.33;+07;11;22.0;12.74;16155;32;5920;;0.32;0.10;1.286;0.414;0.320  
111740.86-0427389;11;17;40.86;-04;27;38.9;11.42;13820;85;1781;;0.53;0.17;1.034;0.318;0.320  
111740.99+2719087;11;17;40.99;+27;19;8.7;13.41;0;0;0;;0.30;0.18;1.203;0.440;0.600  
111741.07+0717160;11;17;41.07;+07;17;16.0;11.33;6270;17;2700;-4;0.40;0.23;0.865;0.197;0.580  
111741.85+2524386;11;17;41.85;+25;24;38.6;12.09;0;0;0;;0.36;0.21;0.970;0.299;0.580  
111742.29+0427581;11;17;42.29;+04;27;58.1;12.78;31519;49;5918;;0.43;0.34;1.035;0.351;0.780  
111742.61+2750396;11;17;42.61;+27;50;39.6;12.86;0;0;0;;0.35;0.23;1.124;0.381;0.660  
111742.82-0017439;11;17;42.82;-00;17;43.9;13.50;32684;25;5906;19;0.19;0.19;1.208;0.498;1.000  
111743.23-0354409;11;17;43.23;-03;54;40.9;10.76;5136;39;-161;-5;0.46;0.41;0.944;0.249;0.900  
111743.83+3359474;11;17;43.83;+33;59;47.4;12.97;0;0;0;;0.26;0.19;1.070;0.389;0.740  
111744.28+2936256;11;17;44.28;+29;36;25.6;12.79;14247;32;-807;;0.32;0.19;0.967;0.327;0.600  
111744.76+1455404;11;17;44.76;+14;55;40.4;12.28;20409;49;5920;;0.49;0.19;1.199;0.410;0.380  
111744.82+2631336;11;17;44.82;+26;31;33.6;12.25;0;0;0;;0.51;0.34;1.116;0.369;0.660  
111744.97+0821325;11;17;44.97;+08;21;32.5;13.23;17534;31;5920;;0.24;0.13;1.248;0.435;0.520  
111745.95-0750245;11;17;45.95;-07;50;24.5;13.43;0;0;0;;0.25;0.19;1.358;0.905;0.740  
111746.62-0420440;11;17;46.62;-04;20;44.0;12.51;16068;85;1781;;0.27;0.20;1.032;0.319;0.740  
111747.49-0954375;11;17;47.49;-09;54;37.5;13.18;0;0;0;;0.21;0.15;1.326;0.505;0.740  
111747.61+0042171;11;17;47.61;+00;42;17.1;13.34;0;0;0;;0.36;0.20;1.073;0.557;0.560  
111747.66+0231531;11;17;47.66;+02;31;53.1;11.94;8905;28;-160;;0.57;0.50;0.955;0.183;0.880  
111748.25+3303144;11;17;48.25;+33;03;14.4;11.69;9783;23;-160;;0.41;0.26;1.006;0.289;0.640  
111748.46+1200364;11;17;48.46;+12;00;36.4;12.99;24921;51;5920;;0.22;0.19;1.236;0.487;0.880  
111748.59+2534222;11;17;48.59;+25;34;22.2;11.70;7932;19;-160;;0.48;0.39;0.937;0.237;0.820  
111749.13+1607474;11;17;49.13;+16;07;47.4;13.48;0;0;0;;0.22;0.21;0.894;0.136;0.940  
111749.44+0716285;11;17;49.44;+07;16;28.5;13.44;31226;49;5920;;0.22;0.14;1.311;0.552;0.620  
111750.31+2358242;11;17;50.31;+23;58;24.2;13.15;0;0;0;;0.32;0.27;1.155;0.308;0.840  
111750.59+2637332;11;17;50.59;+26;37;33.2;10.06;8082;15;2700;4X_R;0.85;0.67;0.973;0.316;0.780  
111750.74+2639272;11;17;50.74;+26;39;27.2;12.31;0;0;0;;0.39;0.29;0.968;0.253;0.740  
111750.80+0233091;11;17;50.80;+02;33;9.1;12.32;8688;48;5918;;0.34;0.27;0.927;0.253;0.780  
111751.08+1549214;11;17;51.08;+15;49;21.4;13.26;0;0;0;;0.25;0.18;1.084;0.287;0.720  
111751.26+3339424;11;17;51.26;+33;39;42.4;11.63;12951;300;4703;;0.58;0.15;1.195;0.370;0.260  
111751.48+2640352;11;17;51.48;+26;40;35.2;13.44;0;0;0;;0.20;0.14;1.001;0.302;0.720  
111751.58-0400440;11;17;51.58;-04;00;44.0;12.20;8704;126;1773;;0.42;0.17;1.098;0.315;0.400  
111752.64+2925132;11;17;52.64;+29;25;13.2;13.13;14380;37;-807;;0.29;0.17;1.050;0.410;0.580  
111752.66+2918162;11;17;52.66;+29;18;16.2;11.93;7023;32;2738;;0.53;0.46;1.144;0.363;0.880  
111752.81+2805542;11;17;52.81;+28;05;54.2;12.75;0;0;0;;0.44;0.25;1.079;0.362;0.560  
111753.55+1852522;11;17;53.55;+18;52;52.2;13.32;0;0;0;;0.23;0.17;1.052;0.331;0.740  
111753.79+2805512;11;17;53.79;+28;05;51.2;13.10;0;0;0;;0.32;0.18;1.075;0.374;0.580  
111754.63+2927042;11;17;54.63;+29;27;4.2;13.35;14428;38;-807;;0.23;0.22;1.166;0.447;0.960  
111754.70-0156470;11;17;54.70;-01;56;47.0;10.95;12530;90;610;5;0.55;0.34;1.047;0.341;0.620  
111754.76+3400114;11;17;54.76;+34;00;11.4;12.78;10711;50;5920;;0.48;0.10;1.160;0.361;0.200  
111754.97-0205310;11;17;54.97;-02;05;31.0;11.10;7413;6;2212;5X_s;0.93;0.65;0.939;0.316;0.700  
111754.99+2643072;11;17;54.99;+26;43;7.2;12.24;0;0;0;;0.46;0.37;1.054;0.393;0.800  
111755.15-0726005;11;17;55.15;-07;26;0.5;13.37;0;0;0;;0.19;0.13;0.980;0.431;0.680  
111755.18-0404590;11;17;55.18;-04;04;59.0;13.24;31688;85;1781;;0.32;0.22;1.171;0.287;0.700  
111756.63+1508554;11;17;56.63;+15;08;55.4;13.07;49456;52;5920;;0.30;0.27;1.145;0.605;0.920  
111756.74+0302421;11;17;56.74;+03;02;42.1;12.61;0;0;0;;0.31;0.25;1.104;0.324;0.820  
111756.86+3453054;11;17;56.86;+34;53;5.4;13.06;0;0;0;;0.24;0.19;1.166;0.336;0.780  
111757.23+0924445;11;17;57.23;+09;24;44.5;13.31;24684;46;5918;;0.27;0.21;1.201;0.550;0.800  
111757.50+2757373;11;17;57.50;+27;57;37.3;11.78;18087;40;1823;;0.35;0.25;1.105;0.375;0.720  
111757.89+2230102;11;17;57.89;+22;30;10.2;11.35;7771;29;2799;1;0.39;0.31;0.994;0.218;0.800  
111758.02+1726284;11;17;58.02;+17;26;28.4;11.51;807;66;2779;-5;0.39;0.29;0.937;0.293;0.760  
111758.38+3200344;11;17;58.38;+32;00;34.4;13.21;12384;73;4011;;0.27;0.15;1.130;0.357;0.560  
111759.32+0707165;11;17;59.32;+07;07;16.5;11.86;11355;14;2700;-1;0.46;0.40;0.987;0.296;0.880  
111759.86+0844345;11;17;59.86;+08;44;34.5;13.25;13619;42;5918;;0.20;0.17;0.998;0.287;0.820  
111759.91-0451080;11;17;59.91;-04;51;8.0;12.94;7720;87;1777;;0.44;0.27;1.079;0.512;0.620  
111800.20+0750415;11;18;0.20;+07;50;41.5;10.48;6366;22;2700;0X;0.65;0.30;0.982;0.266;0.460  
111800.75+1039065;11;18;0.75;+10;39;6.5;13.46;21180;48;5918;;0.22;0.14;1.205;0.559;0.620  
111800.99+3159465;11;18;0.99;+31;59;46.5;13.27;0;0;0;;0.28;0.28;1.009;0.344;0.980  
111803.27-0405040;11;18;3.27;-04;05;4.0;13.29;0;0;0;;0.24;0.19;1.340;0.692;0.800  
111803.79+3109125;11;18;3.79;+31;09;12.5;13.06;10134;0;1161;;0.21;0.17;0.991;0.318;0.800  
111804.01+1227154;11;18;4.01;+12;27;15.4;12.26;14918;43;2700;3;0.39;0.26;1.023;0.340;0.660  
111805.16+1738574;11;18;5.16;+17;38;57.4;12.39;0;0;0;;0.45;0.38;0.813;0.172;0.840  
111806.01+1847532;11;18;6.01;+18;47;53.2;12.75;1140;18;2214;;0.29;0.20;1.225;0.423;0.700  
111806.66+2323502;11;18;6.66;+23;23;50.2;9.56;6684;30;2700;-5;0.88;0.58;1.005;0.285;0.660  
111807.04-0218360;11;18;7.04;-02;18;36.0;12.78;23763;87;1777;;0.28;0.16;1.037;0.362;0.580  
111808.08-0425480;11;18;8.08;-04;25;48.0;11.70;15855;32;-160;;0.41;0.33;0.994;0.361;0.820  
111808.23+3025215;11;18;8.23;+30;25;21.5;13.35;17990;55;5920;;0.19;0.14;0.899;0.221;0.720  
111809.31+2850483;11;18;9.31;+28;50;48.3;13.08;42075;38;-807;;0.26;0.21;1.408;0.604;0.820  
111809.38+2853573;11;18;9.38;+28;53;57.3;12.44;13865;44;-807;;0.30;0.27;1.009;0.332;0.900  
111809.78+3024245;11;18;9.78;+30;24;24.5;11.37;7701;26;2779;0A;0.67;0.39;0.961;0.276;0.580  
111809.89+0746545;11;18;9.89;+07;46;54.5;12.35;12587;124;1773;;0.31;0.13;1.169;0.391;0.420  
111810.37+3421455;11;18;10.37;+34;21;45.5;12.90;15145;47;5920;;0.32;0.28;1.092;0.406;0.880  
111810.97+3158355;11;18;10.97;+31;58;35.5;12.55;8210;73;4011;;0.35;0.11;1.270;0.516;0.300  
111811.45+3159185;11;18;11.45;+31;59;18.5;13.12;0;0;0;;0.44;0.16;0.834;0.245;0.360  
111811.56+3023425;11;18;11.56;+30;23;42.5;11.41;7880;10;2212;1B_t;0.92;0.79;1.033;0.322;0.860  
111811.67-0416021;11;18;11.67;-04;16;2.1;12.81;31238;85;1781;;0.32;0.25;1.119;0.443;0.780  
111812.31+0348142;11;18;12.31;+03;48;14.2;12.94;7126;26;5920;;0.36;0.12;0.880;0.292;0.340  
111812.71-0831004;11;18;12.71;-08;31;0.4;12.07;6975;80;6003;;0.57;0.11;1.385;0.448;0.200  
111813.27+2854583;11;18;13.27;+28;54;58.3;12.67;20893;35;-807;;0.29;0.14;1.001;0.367;0.500  
111814.05+0331492;11;18;14.05;+03;31;49.2;13.35;0;0;0;;0.30;0.11;1.436;0.826;0.380  
111814.16+3242575;11;18;14.16;+32;42;57.5;13.49;0;0;0;;0.18;0.18;1.259;0.506;1.000  
111814.61+0200342;11;18;14.61;+02;00;34.2;12.04;22589;42;-160;;0.37;0.35;1.057;0.287;0.960  
111814.68+2637143;11;18;14.68;+26;37;14.3;11.82;8352;8;2212;20;0.68;0.41;0.806;0.209;0.600  
111815.65+0352012;11;18;15.65;+03;52;1.2;12.20;8322;18;2700;-1A;0.34;0.24;0.888;0.253;0.700  
111816.21-0421052;11;18;16.21;-04;21;5.2;13.19;16068;85;1781;;0.33;0.17;0.985;0.296;0.520  
111816.46+2345489;11;18;16.46;+23;45;48.9;13.30;0;0;0;;0.23;0.12;1.162;0.408;0.540  
111816.69+0101402;11;18;16.69;+01;01;40.2;13.34;30838;29;5906;19;0.31;0.28;0.965;0.435;0.920  
111816.71+2815372;11;18;16.71;+28;15;37.2;10.90;9855;31;2779;2;0.79;0.69;0.954;0.274;0.880  
111816.84+2852362;11;18;16.84;+28;52;36.2;13.30;0;0;0;;0.33;0.26;1.177;0.476;0.780  
111817.04+1835090;11;18;17.04;+18;35;9.0;12.82;0;0;0;;0.31;0.30;1.131;0.523;0.960  
111817.23+1850490;11;18;17.23;+18;50;49.0;11.37;1125;5;620;8;0.74;0.60;0.816;0.244;0.820  
111817.76+2813332;11;18;17.76;+28;13;33.2;11.36;9555;28;2700;0B_T;0.59;0.33;0.962;0.339;0.560  
111818.67+2332430;11;18;18.67;+23;32;43.0;12.00;6855;21;-160;;0.33;0.13;0.985;0.265;0.400  
111818.89+2325170;11;18;18.89;+23;25;17.0;11.97;6512;29;-160;;0.33;0.17;1.009;0.286;0.500  
111819.31+1643340;11;18;19.31;+16;43;34.0;13.50;0;0;0;;0.26;0.21;1.209;0.439;0.840  
111819.41+0232402;11;18;19.41;+02;32;40.2;12.96;8756;49;5918;;0.19;0.15;0.916;0.210;0.800  
111820.09-0438392;11;18;20.09;-04;38;39.2;12.91;16744;87;1777;;0.27;0.19;1.217;0.564;0.700  
111820.73+0909031;11;18;20.73;+09;09;3.1;13.49;49809;49;5918;;0.30;0.18;1.455;1.213;0.600  
111820.75+2226100;11;18;20.75;+22;26;10.0;12.49;9712;17;2700;-1;0.28;0.27;0.941;0.346;0.940  
111821.29+0123362;11;18;21.29;+01;23;36.2;13.41;33381;43;5918;;0.21;0.21;1.267;0.587;1.000  
111821.62+2229070;11;18;21.62;+22;29;7.0;12.89;0;0;0;;0.35;0.23;1.009;0.291;0.640  
111821.71+2812323;11;18;21.71;+28;12;32.3;12.36;0;0;0;;0.37;0.13;1.149;0.372;0.340  
111821.79-0852394;11;18;21.79;-08;52;39.4;12.44;18315;100;6002;;0.43;0.17;1.317;0.566;0.400  
111821.86+1932340;11;18;21.86;+19;32;34.0;11.98;6362;16;-160;;0.47;0.26;0.977;0.294;0.560  
111821.93+3243195;11;18;21.93;+32;43;19.5;13.04;0;0;0;;0.48;0.30;1.157;0.415;0.620  
111822.10+1844180;11;18;22.10;+18;44;18.0;12.43;1083;32;2712;-2;0.63;0.35;0.694;0.062;0.560  
111822.41+2712073;11;18;22.41;+27;12;7.3;13.34;0;0;0;;0.31;0.29;0.882;0.286;0.940  
111822.64-0944304;11;18;22.64;-09;44;30.4;13.49;0;0;0;;0.24;0.15;1.093;0.330;0.600  
111822.81+2332270;11;18;22.81;+23;32;27.0;12.13;6593;31;-160;;0.49;0.34;0.887;0.187;0.700  
111823.09+1828150;11;18;23.09;+18;28;15.0;12.77;0;0;0;;0.27;0.17;1.043;0.361;0.640  
111823.10+2107170;11;18;23.10;+21;07;17.0;13.16;25101;50;1153;;0.22;0.17;1.153;0.521;0.800  
111823.26-0706464;11;18;23.26;-07;06;46.4;11.95;19000;80;6003;;0.48;0.18;1.149;0.416;0.380  
111823.41+0231182;11;18;23.41;+02;31;18.2;12.88;8885;46;5918;;0.28;0.13;0.900;0.219;0.480  
111824.47+2644483;11;18;24.47;+26;44;48.3;12.80;0;0;0;;0.28;0.26;1.062;0.422;0.940  
111824.90+1959090;11;18;24.90;+19;59;9.0;12.85;0;0;0;;0.24;0.18;1.094;0.389;0.780  
111825.29+1642290;11;18;25.29;+16;42;29.0;13.48;0;0;0;;0.29;0.11;1.314;0.591;0.380  
111826.33+2919063;11;18;26.33;+29;19;6.3;13.32;0;0;0;;0.19;0.19;1.621;0.575;1.000  
111826.43-0257401;11;18;26.43;-02;57;40.1;13.07;35650;87;1777;;0.21;0.19;1.185;0.518;0.920  
111826.47+2819193;11;18;26.47;+28;19;19.3;13.02;0;0;0;;0.24;0.11;1.136;0.309;0.460  
111826.87+0459292;11;18;26.87;+04;59;29.2;13.03;0;0;0;;0.29;0.22;1.274;0.344;0.760  
111827.61+0228402;11;18;27.61;+02;28;40.2;13.39;24010;54;5918;;0.24;0.16;0.955;0.319;0.660  
111828.26+2519253;11;18;28.26;+25;19;25.3;11.71;7599;36;2700;5A;0.78;0.23;0.960;0.256;0.300  
111828.38+2752243;11;18;28.38;+27;52;24.3;12.80;0;0;0;;0.34;0.17;1.081;0.402;0.500  
111828.42-0033032;11;18;28.42;-00;33;3.2;13.10;30039;21;5906;19;0.27;0.18;1.325;0.571;0.680  
111828.56-0108121;11;18;28.56;-01;08;12.1;12.87;22010;25;5906;19;0.25;0.19;1.048;0.374;0.760  
111829.10-0254341;11;18;29.10;-02;54;34.1;13.30;24068;70;5100;;0.25;0.15;1.288;0.504;0.580  
111829.24+2114000;11;18;29.24;+21;14;0.0;12.96;0;0;0;;0.29;0.22;1.069;0.414;0.740  
111829.63+0105552;11;18;29.63;+01;05;55.2;13.06;19179;24;5906;19;0.21;0.19;1.175;0.445;0.920  
111829.70+0649101;11;18;29.70;+06;49;10.1;13.20;22709;51;5920;;0.20;0.20;1.277;0.642;1.000  
111829.95-0937234;11;18;29.95;-09;37;23.4;12.91;25887;80;6002;;0.25;0.22;1.000;0.371;0.880  
111830.39-0440531;11;18;30.39;-04;40;53.1;13.21;16743;87;1777;;0.39;0.26;1.150;0.380;0.660  
111830.63+1621290;11;18;30.63;+16;21;29.0;13.34;0;0;0;;0.29;0.18;0.988;0.372;0.620  
111830.86+0928291;11;18;30.86;+09;28;29.1;12.74;23362;55;5918;;0.32;0.21;1.055;0.351;0.660  
111832.00+0852461;11;18;32.00;+08;52;46.1;13.23;22782;58;5918;;0.22;0.12;1.084;0.372;0.520  
111832.44+1121101;11;18;32.44;+11;21;10.1;13.33;23824;42;5920;;0.25;0.14;1.227;0.457;0.560  
111832.44+1840520;11;18;32.44;+18;40;52.0;13.35;0;0;0;;0.19;0.17;1.123;0.312;0.900  
111832.55+2328080;11;18;32.55;+23;28;8.0;10.90;6806;8;2212;4A;0.62;0.47;0.966;0.315;0.760  
111833.06-0423461;11;18;33.06;-04;23;46.1;13.01;26621;85;1781;;0.31;0.16;1.240;0.416;0.520  
111833.35+2610423;11;18;33.35;+26;10;42.3;12.10;0;0;0;;0.42;0.20;1.117;0.639;0.480  
111833.87+2342500;11;18;33.87;+23;42;50.0;12.01;6684;25;-160;;0.35;0.30;0.962;0.249;0.860  
111834.07-0749354;11;18;34.07;-07;49;35.4;11.80;19240;80;6003;;0.60;0.49;1.090;0.384;0.820  
111834.61+1242400;11;18;34.61;+12;42;40.0;11.23;6075;30;2700;-4;0.43;0.37;0.959;0.258;0.860  
111834.69+2624193;11;18;34.69;+26;24;19.3;12.64;0;0;0;;0.35;0.12;1.079;0.286;0.340  
111834.81+1940490;11;18;34.81;+19;40;49.0;12.21;23874;32;-160;;0.30;0.24;1.165;0.409;0.800  
111834.81+2842023;11;18;34.81;+28;42;2.3;13.10;0;0;0;;0.34;0.11;1.211;0.410;0.327  
111834.82+0233192;11;18;34.82;+02;33;19.2;12.77;8814;45;5918;;0.35;0.09;1.221;0.383;0.260  
111834.83-0206441;11;18;34.83;-02;06;44.1;11.40;8009;87;1777;;0.56;0.39;0.927;0.194;0.700  
111835.45+0916441;11;18;35.45;+09;16;44.1;13.36;35202;53;5918;;0.20;0.12;1.291;0.616;0.600  
111835.53+3136327;11;18;35.53;+31;36;32.7;13.25;35516;50;5920;;0.32;0.23;1.173;0.541;0.700  
111835.63+0201222;11;18;35.63;+02;01;22.2;12.91;22977;47;5918;;0.24;0.13;1.201;0.483;0.540  
111835.76+0103412;11;18;35.76;+01;03;41.2;13.27;18956;31;5906;19;0.18;0.18;0.953;0.338;1.000  
111835.84+0025112;11;18;35.84;+00;25;11.2;12.79;7532;69;2779;-4;0.37;0.31;0.900;0.251;0.840  
111835.96+0101512;11;18;35.96;+01;01;51.2;12.50;18982;27;5906;19;0.51;0.34;0.942;0.268;0.680  
111836.06-0405521;11;18;36.06;-04;05;52.1;12.29;31058;85;1781;;0.33;0.31;1.207;0.423;0.940  
111836.29+2452033;11;18;36.29;+24;52;3.3;11.45;7445;36;-160;;0.56;0.48;1.242;0.464;0.860  
111837.33+3137567;11;18;37.33;+31;37;56.7;13.21;35978;44;5920;;0.33;0.19;1.132;0.650;0.560  
111837.79+3329087;11;18;37.79;+33;29;8.7;12.65;0;0;0;;0.49;0.24;0.989;0.350;0.500  
111838.58+1156440;11;18;38.58;+11;56;44.0;13.18;23563;56;5920;;0.20;0.16;1.112;0.453;0.780  
111839.25-0444091;11;18;39.25;-04;44;9.1;12.96;25242;87;1777;;0.29;0.22;0.938;0.311;0.760  
111839.37+3133557;11;18;39.37;+31;33;55.7;12.98;0;0;0;;0.22;0.17;1.248;0.509;0.780  
111840.04+0218214;11;18;40.04;+02;18;21.4;13.48;69717;60;5918;;0.42;0.26;1.390;0.593;0.620  
111840.10+2234389;11;18;40.10;+22;34;38.9;12.39;0;0;0;;0.28;0.25;0.951;0.248;0.880  
111840.26+2831563;11;18;40.26;+28;31;56.3;11.66;9955;30;2779;-2;0.46;0.35;0.946;0.246;0.760  
111840.77+1640363;11;18;40.77;+16;40;36.3;13.19;0;0;0;;0.23;0.23;1.205;0.558;1.000  
111841.45-0457441;11;18;41.45;-04;57;44.1;12.73;7835;87;1777;;0.24;0.18;0.979;0.305;0.740  
111841.77+0155484;11;18;41.77;+01;55;48.4;12.08;22199;49;5918;;0.37;0.16;1.160;0.357;0.440  
111841.78+2922383;11;18;41.78;+29;22;38.3;13.35;14848;39;-807;;0.22;0.11;0.987;0.544;0.500  
111842.53+1847022;11;18;42.53;+18;47;2.2;12.40;0;0;0;;0.38;0.16;1.339;0.502;0.420  
111842.97-0021421;11;18;42.97;-00;21;42.1;12.64;12189;49;5920;;0.36;0.26;0.918;0.250;0.720  
111844.37+0228164;11;18;44.37;+02;28;16.4;12.90;15220;51;5918;;0.28;0.25;1.011;0.316;0.900  
111844.37+2133512;11;18;44.37;+21;33;51.2;13.21;6380;34;1153;;0.32;0.26;0.854;0.259;0.800  
111845.17+1510143;11;18;45.17;+15;10;14.3;12.24;6307;53;5920;;0.47;0.27;0.913;0.343;0.580  
111845.64+0729362;11;18;45.64;+07;29;36.2;12.45;11228;15;2700;-1__P;0.29;0.22;1.159;0.451;0.760  
111845.93+1532113;11;18;45.93;+15;32;11.3;13.11;24064;46;5920;;0.26;0.21;1.043;0.420;0.840  
111846.05-0734113;11;18;46.05;-07;34;11.3;13.21;0;0;0;;0.26;0.13;1.155;0.265;0.520  
111847.62+3344537;11;18;47.62;+33;44;53.7;12.82;0;0;0;;0.33;0.18;1.164;0.265;0.540  
111848.48+2807383;11;18;48.48;+28;07;38.3;12.65;0;0;0;;0.47;0.42;1.210;0.374;0.880  
111848.93+2526443;11;18;48.93;+25;26;44.3;13.31;0;0;0;;0.27;0.22;1.197;0.453;0.800  
111849.51+0037094;11;18;49.51;+00;37;9.4;12.29;7614;5;610;1;0.33;0.24;0.926;0.378;0.720  
111849.74+2319512;11;18;49.74;+23;19;51.2;12.40;6673;24;2700;0B;0.39;0.31;0.919;0.367;0.780  
111850.22-0438061;11;18;50.22;-04;38;6.1;13.30;25452;85;1781;;0.22;0.11;1.174;0.465;0.520  
111850.95+0731172;11;18;50.95;+07;31;17.2;11.17;11272;20;2700;3B2;0.59;0.35;0.977;0.316;0.600  
111851.29-0252001;11;18;51.29;-02;52;0.1;12.93;48702;87;1777;;0.29;0.17;1.348;0.537;0.580  
111851.37+1113392;11;18;51.37;+11;13;39.2;13.39;72705;51;5920;;0.20;0.17;1.540;0.547;0.880  
111851.44+0329184;11;18;51.44;+03;29;18.4;13.33;39746;48;5918;;0.26;0.15;1.233;0.518;0.580  
111852.03-0809163;11;18;52.03;-08;09;16.3;13.14;0;0;0;;0.29;0.24;0.939;0.275;0.820  
111852.10-0132041;11;18;52.10;-01;32;4.1;13.35;31927;85;1781;;0.24;0.17;1.073;0.491;0.720  
111852.29+2754189;11;18;52.29;+27;54;18.9;13.15;0;0;0;;0.28;0.11;1.219;0.433;0.380  
